league_code,your_name,lat,lon,matched_display
AUT,A. Klagenfurt,,,
AUT,A. Lustenau,,,
AUT,BW Linz,,,
BRA,Figueirense,,,
BRA,Botafogo RJ,,,
BRA,Corinthians,,,
BRA,Internacional,,,
BRA,Bahia,,,
BRA,Cruzeiro,,,
BRA,Vasco,,,
BRA,Portuguesa,,,
BRA,Atletico-MG,,,
BRA,Santos,,,
BRA,Gremio,,,
BRA,Vitoria,,,
BRA,Criciuma,,,
BRA,Avai,,,
BRA,Joinville,,,
BRA,Santa Cruz,,,
BRA,Parana,,,
BRA,Ceara,,,
BRA,CSA,,,
BRA,Bragantino,,,
BRA,Cuiaba,,,
BRA,Juventude,,,
BRA,Mirassol,,,
IRL,Derry City,,,
IRL,Shelbourne,,,
IRL,Cork City,,,
IRL,Dundalk,,,
IRL,Shamrock Rovers,,,
IRL,Longford,,,
IRL,Athlone,,,
IRL,Galway,,,
IRL,Treaty United,,,
JPN,Sagan Tosu,,,
JPN,Hokkaido Consadole Sapporo,,,
JPN,Kawasaki Frontale,,,
JPN,Kashima Antlers,,,
JPN,Shimizu S-Pulse,,,
JPN,Iwata,,,
JPN,FC Tokyo,,,
JPN,Shonan Bellmare,,,
JPN,Yamaga,,,
JPN,Yokohama FC,,,
JPN,Kumamoto,,,
JPN,Okayama,,,
JPN,Verdy,,,
JPN,Mito,,,
JPN,Chiba,,,
MEX,Chiapas,,,
MEX,Cruz Azul,,,
MEX,Toluca,,,
MEX,Club America,,,
MEX,Pachuca,,,
MEX,Atl. San Luis,,,
MEX,Guadalajara Chivas,,,
MEX,Dorados de Sinaloa,,,
MEX,Necaxa,,,
MEX,Lobos BUAP,,,
MEX,Juarez,,,
NOR,Honefoss,,,
NOR,Odd,,,
NOR,Tromso,,,
NOR,Valerenga,,,
NOR,Brann,,,
NOR,Haugesund,,,
NOR,Sogndal,,,
NOR,Viking,,,
NOR,Ull/Kisa,,,
NOR,Ranheim,,,
NOR,Jerv,,,
NOR,Kristiansund,,,
NOR,Ham-Kam,,,
NOR,Kongsvinger,,,
NOR,KFUM Oslo,,,
POL,Pogon Szczecin,,,
POL,Piast Gliwice,,,
POL,Jagiellonia,,,
POL,Wisla,,,
POL,Legia,,,
POL,Lechia Gdansk,,,
POL,Zaglebie,,,
POL,Polonia Warszawa,,,
POL,GKS Belchatow,,,
POL,Ruch,,,
POL,Zawisza,,,
POL,Leczna,,,
POL,Termalica B-B.,,,
POL,Arka Gdynia,,,
POL,Warta Poznan,,,
POL,Stal Mielec,,,
POL,Gornik Zabrze,,,
POL,Ruch Chorzow,50.2826802,18.9439044,"Ruch Chorzów, Drogowa Trasa Średnicowa, Osiedle Ruch, Klimzowiec, Centrum, Chorzów, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, 41-530, Polska"
POL,GKS Katowice,50.2516421,18.9737842,"GKS Katowice, 1A, Nowa Bukowa, Johanka, Załęska Hałda, Załęska Hałda-Brynów, Katowice, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, 40-002, Polska"
POL,Wieczysta Krakow,50.0736111,19.9819444,"Wieczysta, Rakowice, Prądnik Czerwony, Kraków, województwo małopolskie, Polska"
ROU,Petrolul,44.9163857,26.0408943,"Petrolul, Ploiești, Prahova, 100680, România"
ROU,CFR Cluj,46.779749,23.5777658,"Stadionul Dr. Constantin Rădulescu, Strada Gruia, Cetățuie, Gruia, Cluj-Napoca, Zona Metropolitană Cluj, Cluj, 400169, România"
ROU,Bistrita,47.1327012,24.4963949,"Bistrița, Bistrița-Năsăud, 420048, România"
ROU,Viitorul Constanta,44.2363462,28.5656547,"Stadionul Viitorul, DN3C, Ovidiu, Zona Metropolitană Constanța, Constanța, 905900, România"
ROU,FCSB,44.3411304,26.1510174,"Baza Sportivă FCSB, 106, Drumul Leordeni, Sector 4, București, 042186, România"
ROU,FC Brasov,45.5898919,25.4753815,"FC Râșnov, Strada Cetății, Râșnov, Zona Metropolitană Brașov, Brașov, 505400, România"
ROU,Din. Bucuresti,44.4356445,26.1009263,"Universitatea din București, 4-12, Bulevardul Regina Elisabeta, Colțea, Centrul Istoric, Sector 3, București, 030018, România"
ROU,FC Botosani,,,
ROU,U Craiova,,,
ROU,FC Voluntari,,,
ROU,Calarasi,,,
ROU,UTA Arad,,,
ROU,Univ. Craiova,,,
ROU,Farul Constanta,,,
ROU,U Craiova 1948,,,
ROU,Csikszereda M. Ciuc,,,
ROU,Dinamo Bucuresti,,,
ROU,Corvinul,,,
USA,Vancouver Whitecaps,,,
USA,DC United,,,
USA,FC Dallas,,,
USA,Chivas USA,,,
USA,Real Salt Lake,,,
USA,Philadelphia Union,,,
USA,Toronto FC,,,
USA,Columbus Crew,,,
USA,New England Revolution,,,
USA,Chicago Fire,,,
USA,Houston Dynamo,,,
USA,Orlando City,,,
USA,Atlanta Utd,,,
USA,Los Angeles FC,,,
USA,FC Cincinnati,,,
USA,Nashville SC,,,
USA,Austin FC,,,
USA,Charlotte,,,
USA,San Diego FC,,,
CHN,Shandong Luneng,,,
CHN,Guangzhou Evergrande,,,
CHN,Beijing Guoan,,,
CHN,Jiangsu Suning,,,
CHN,Tianjin Jinmen Tiger,,,
CHN,Dalian Yifang F.C.,,,
CHN,Shanghai Shenhua,,,
CHN,Guangzhou R&F,,,
CHN,Shanghai SIPG,,,
CHN,Henan Songshan Longmen,,,
CHN,Zhejiang Yiteng,,,
CHN,Hebei,,,
CHN,Wuhan FC,,,
CHN,Qingdao FC,,,
CHN,Shandong Taishan,,,
CHN,Cangzhou,,,
CHN,Shanghai Port,,,
CHN,Wuhan Three Towns,,,
CHN,Qingdao Hainiu,,,
CHN,Qingdao West Coast,,,
CHN,Shenzhen Xinpengcheng,,,
CHN,Yunnan Yukun,,,
CHN,Dalian Yingbo,,,
CHN,Liaoning Tieren,,,
DNK,Aarhus,,,
DNK,Esbjerg,,,
DNK,Brondby,,,
DNK,FC Copenhagen,,,
DNK,Horsens,,,
DNK,Aalborg,,,
DNK,Randers FC,,,
DNK,Nordsjaelland,,,
DNK,Hobro,,,
DNK,Lyngby,,,
DNK,Helsingor,,,
DNK,Hvidovre IF,,,
FIN,Honka,,,
FIN,Lahti,,,
FIN,TPS,,,
FIN,Mariehamn,,,
FIN,MyPa,,,
FIN,VPS,,,
FIN,Inter Turku,,,
FIN,Jaro,,,
FIN,SJK,,,
FIN,KTP,,,
FIN,HIFK,,,
FIN,PS Kemi,,,
FIN,AC Oulu,,,
FIN,Ekenas,,,
RUS,M. Saransk,,,
RUS,CSKA Moscow,,,
RUS,Volga N. Novgorod,,,
RUS,Zenit,,,
RUS,FK Anzi Makhackala,,,
RUS,Amkar,,,
RUS,Lokomotiv Moscow,,,
RUS,Akhmat Grozny,,,
RUS,Dynamo Moscow,,,
RUS,SKA Khabarovsk,,,
RUS,Spartak Nalchik,,,
RUS,Orenburg,,,
RUS,Yenisey,,,
RUS,Tambov,,,
RUS,Pari NN,,,
RUS,Khimki,,,
RUS,Torpedo Moscow,,,
RUS,Fakel Voronezh,,,
RUS,Rodina Moscow,,,
RUS,Akron Togliatti,,,
SWE,Elfsborg,,,
SWE,Sundsvall,,,
SWE,AIK,,,
SWE,Malmo FF,,,
SWE,Atvidabergs,,,
SWE,Gefle,,,
SWE,Mjallby,,,
SWE,Djurgarden,,,
SWE,Goteborg,,,
SWE,Kalmar,,,
SWE,Halmstad,,,
SWE,Osters,,,
SWE,Sirius,,,
SWE,Jonkopings,,,
SWE,Ostersunds,,,
SWE,Dalkurd,,,
SWE,Degerfors,,,
SWE,Oster,,,
SWE,Vasteras SK,,,
SWE,Landskrona,,,
SWE,Orgryte,,,
SWZ,Thun,,,
SWZ,Grasshoppers,,,
SWZ,Luzern,,,
SWZ,Sion,,,
SWZ,Aarau,,,
SWZ,Vaduz,,,
SWZ,Lugano,,,
SWZ,Xamax,,,
SWZ,Winterthur,,,
SWZ,Yverdon,,,
CHN,Hangzhou Greentown,,,
CHN,Liaoning,,,
CHN,Shanghai Shenxin,,,
CHN,Beijing Renhe,,,
CHN,Changchun Yatai,,,
CHN,Chongqing Liangjiang Athletic,,,
CHN,Shijiazhuang,,,
CHN,Yanbian,,,
CHN,Guizhou Zhicheng,,,
CHN,Tianjin Quanjian,,,
CHN,Shenzhen,,,
CHN,Tianjin Tianhai,,,
CHN,Dalian Pro,,,
CHN,Zhejiang Greentown,,,
CHN,Guangzhou FC,,,
CHN,Guangzhou City,,,
CHN,Chengdu Rongcheng,,,
CHN,Zhejiang Professional,,,
CHN,Meizhou Hakka,,,
CHN,Nantong Zhiyun,,,
CHN,Chongqing Tonglianglong,,,
DNK,Sonderjyske,,,
DNK,Silkeborg,,,
DNK,Midtjylland,,,
DNK,Odense,,,
DNK,Viborg,,,
DNK,Vestsjaelland,,,
DNK,Vendsyssel,,,
DNK,Vejle,,,
DNK,Fredericia,,,
FIN,HJK,,,
FIN,KuPS,,,
FIN,JJK Jyvaskyla,,,
FIN,Haka,,,
FIN,Rovaniemi,,,
FIN,Ilves,,,
FIN,PK-35 Vantaa,,,
FIN,KPV Kokkola,,,
FIN,Gnistan,,,
RUS,Vladikavkaz,,,
RUS,Krylya Sovetov,,,
RUS,Krasnodar,,,
RUS,Kuban,,,
RUS,Rubin Kazan,,,
RUS,Spartak Moscow,,,
RUS,FK Rostov,,,
RUS,Ural,,,
RUS,Tomsk,,,
RUS,Ufa,,,
RUS,T. Moscow,,,
RUS,Arsenal Tula,,,
RUS,Tosno,,,
RUS,Volgar-Astrakhan,,,
RUS,Sochi,,,
RUS,R. Volgograd,,,
RUS,Baltika,,,
RUS,Dynamo Makhachkala,,,
SWE,GAIS,,,
SWE,Syrianska,,,
SWE,Orebro,,,
SWE,Norrkoping,,,
SWE,Hacken,,,
SWE,Helsingborg,,,
SWE,Brommapojkarna,,,
SWE,Falkenbergs,,,
SWE,Ljungskile,,,
SWE,Hammarby,,,
SWE,AFC Eskilstuna,,,
SWE,Trelleborgs,,,
SWE,Brage,,,
SWE,Varberg,,,
SWE,Varnamo,,,
SWZ,Servette,,,
SWZ,St. Gallen,,,
SWZ,Basel,,,
SWZ,Lausanne,,,
SWZ,Young Boys,,,
SWZ,Zurich,,,
SWZ,Lausanne Ouchy,,,
ARG,Arsenal Sarandi,,,
ARG,Velez Sarsfield,,,
ARG,Newells Old Boys,,,
ARG,San Lorenzo,,,
ARG,River Plate,,,
ARG,Tigre,,,
ARG,San Martin S.J.,,,
ARG,Estudiantes L.P.,,,
ARG,All Boys,-34.6160924,-58.4989142,"All Boys, Álvarez Jonte, Monte Castro, Buenos Aires, Comuna 10, Ciudad Autónoma de Buenos Aires, C1407GPO, Argentina"
ARG,Boca Juniors,-34.7401551,-56.455876,"Boca Juniors, Villa Olímpica, Playa Pascual, San Luis, Ciudad del Plata, San José, 80101, Uruguay"
ARG,Independiente,-5.6816069,144.2489081,Papua Niugini
ARG,Rosario Central,-41.7425977,-73.1276808,"Rosario Central, Calbuco, Provincia de Llanquihue, Región de Los Lagos, Chile"
ARG,Banfield,-34.7437455,-58.3960811,"Banfield, Partido de Lomas de Zamora, Buenos Aires, 1828, Argentina"
ARG,Crucero del Norte,-27.3969337,-55.9071051,"Crucero del Norte, Avenida Comandante Andresito, Chacra 32, Cristo Rey, Posadas, Municipio de Posadas, Departamento Capital, Misiones, N3300MPO, Argentina"
ARG,Sarmiento Junin,-34.5865763,-60.9413637,"Sarmiento, El Picaflor, Junín, Partido de Junín, Buenos Aires, 6000, Argentina"
ARG,Huracan,-33.3816595,-61.7136449,"Huracán Football Club, Francisco Candioti, Municipio de Los Quirquinchos, Departamento Caseros, Santa Fe, S2637, Argentina"
ARG,Aldosivi,-38.0520315,-57.5469425,"Predio Abandonado (Ex Club Aldosivi), Puerto, Mar del Plata, Partido de General Pueyrredón, Buenos Aires, Argentina"
ARG,Atl. Tucuman,,,
ARG,Chacarita Juniors,-34.5808506,-58.4521106,"Club Atlético Chacarita Juniors, 3550, Teodoro García, Villa Crespo, Buenos Aires, Distrito Audiovisual, Comuna 15, Ciudad Autónoma de Buenos Aires, C1427CCG, Argentina"
ARG,San Martin T.,-21.788076,-63.7364797,"San Martin, Municipio Caraparí, Gran Chaco, Tarija, Bolivia"
ARG,Platense,-34.540584,-58.4808628,"Platense, Juan Zufriategui, Florida, Buenos Aires, Partido de Vicente López, Buenos Aires, C1429AKK, Argentina"
ARG,Barracas Central,-34.6475867,-58.3967688,"Barracas Central, Luna, Barrrio Estación Buenos Aires, Barracas, Buenos Aires, Comuna 4, Ciudad Autónoma de Buenos Aires, 1284, Argentina"
ARG,Colon Santa Fe,-33.1565099,-60.5029691,"Colon, Arroyo Seco, Municipio de Arroyo Seco, Gran Rosario, Departamento Rosario, Santa Fe, 2128DKB, Argentina"
ARG,Instituto,38.3767821,-0.4192169,"Instituto, Avinguda d'Oviedo, la Platja de Sant Joan, Alacant / Alicante, l'Alacantí, Alacant / Alicante, Comunitat Valenciana, 03540, España"
ARG,Dep. Riestra,-12.0685839,-77.0685064,"Valle Riestra, Pueblo Libre, Lima, Lima Metropolitana, Lima, 15084, Perú"
ARG,Gimnasia Mendoza,-32.8842186,-68.864062,"Club Gimnasia y Esgrima, Lencinas, 30 de Octubre, Distrito El Plumerillo, Departamento Las Heras, Mendoza, M5539HSQ, Argentina"
ARG,Estudiantes Rio Cuarto,-33.1153837,-64.3484733,"Asociacion Atletica Estudiantes, Coronel Pedro H. Zanni, Santa Teodora, Río Cuarto, Municipio de Río Cuarto, Pedanía Río Cuarto, Departamento Río Cuarto, Córdoba, X5800, Argentina"
AUT,Sturm Graz,47.0323243,15.4474421,"Neues Trainings- und Nachwuchszentrum Sturm Graz, Katastralgemeinde Rudersdorf, Puntigam, Graz, Steiermark, Österreich"
AUT,Wacker Innsbruck,47.2559894,11.4122979,"FC Wacker Innsbruck, 1a, Stadionstraße, Tivoli, Pradl, Innsbruck, Tirol, 6020, Österreich"
AUT,LASK,48.7,21.85,"Laškovce, okres Michalovce, Košický kraj, Slovensko"
AUT,Tirol,47.223193,11.5261028,"Tirol, Österreich"
AUT,Grazer AK,47.1088265,15.4006621,"GAK 1902, 6, Weinzödl, Sankt Gotthard, Katastralgemeinde Graz Stadt-St. Veit ob Graz, Andritz, Graz, Steiermark, 8046, Österreich"
BRA,Palmeiras,-12.5151234,-41.5746054,"Palmeiras, Bahia, Região Nordeste, Brasil"
BRA,Sport Recife,-8.0620291,-34.9039235,"Sport Club do Recife, Ilha do Retiro, Recife, Pernambuco, Região Nordeste, Brasil"
BRA,Ponte Preta,-27.6577598,-52.4895431,"Ponte Preta, Rio Grande do Sul, Região Sul, 99735-000, Brasil"
BRA,Atletico GO,-16.6406098,-49.2763909,"Centro de Treinamentos e Sede Administrativa do Atlético Goianiense, Qd. 01, Lt. 20, Rua Vitória Régia, Setor Urias Magalhães, Goiânia, Goiás, Região Centro-Oeste, 74565-100, Brasil"
BRA,Flamengo RJ,-22.9339841,-43.1745744,"Flamengo, Rio de Janeiro, Região Sudeste, Brasil"
BRA,Nautico,-51.6073302,-69.2439172,"Nautico, Río Gallegos, Municipio de Río Gallegos, Güer Aike, Santa Cruz, Argentina"
BRA,Coritiba,-16.7345622,-49.2823416,"Rua Coritiba, Parque Amazonia, Goiânia, Goiás, Região Centro-Oeste, 74843-120, Brasil"
BRA,Sao Paulo,-23.5506507,-46.6333824,"São Paulo, Região Sudeste, Brasil"
BRA,Fluminense,-22.937319,-43.1852596,"Fluminense Football Club, 41, Rua Álvaro Chaves, Laranjeiras, Rio de Janeiro, Região Sudeste, 22231-220, Brasil"
BRA,Athletico-PR,39.0035645,-94.6312714,"Athletico Physical Therapy, Tomahawk Road, Prairie Village, Johnson County, Kansas, 66208, United States"
BRA,Goias,-15.9323662,-50.1392928,"Goiás, Região Centro-Oeste, Brasil"
BRA,Chapecoense-SC,-27.1040925,-52.6069818,"Arena Condá, Rua Clevelândia - E, Centro, Chapecó, Santa Catarina, Região Sul, 89801-561, Brasil"
BRA,America MG,37.1983948,-95.7628341,"Montgomery County, Kansas, United States"
BRA,Fortaleza,-3.7932167,-38.5280359,"Fortaleza, Ceará, Região Nordeste, Brasil"
BRA,Remo,37.8159661,-76.3527244,"Remo, Northumberland County, Virginia, 22579, United States"
IRL,Drogheda,53.7278362,-6.3479082,"Yellowbatter;Boyne Rugby Football Club, L16628, St. Peter's ED, The Borough District of Drogheda, County Louth, Leinster, Éire / Ireland"
IRL,St. Patricks,-41.3045307,174.7908308,"Marist St. Patricks Rugby Football Club, Mount Victoria Tunnel, Hataitai, Wellington, Wellington City, Wellington, 6001, New Zealand / Aotearoa"
IRL,UC Dublin,-34.4513918,138.3497395,"Dublin, South Australia, 5501, Australia"
IRL,Monaghan,54.1824257,-7.2393313,"Clones Town Football Club, Clones Rural ED, Ballybay-Clones Municipal District, County Monaghan, Ulster, Éire / Ireland"
IRL,Bohemians,52.2524063,-7.110834,"Bohemians Football Club, Poleberry, Waterford, County Waterford, Munster, Éire / Ireland"
IRL,Bray,53.1926178,-6.1088281,"Wolfe Tone Football Club, Sugarloaf Crescent, Bray No 3 ED, The Municipal District of Bray, County Wicklow, Leinster, Éire / Ireland"
IRL,Sligo Rovers,54.2700262,-8.4867229,"The Showgrounds - Sligo Rovers F.C., Knappagh Road, Knappagh Beg, Sligo, Sligo Municipal Borough District, County Sligo, Connacht, Éire / Ireland"
IRL,Waterford,52.2368131,-7.1451511,"Southend United Football Club, Six Cross Roads Business Park, Ballybeg South, Waterford, County Waterford, Munster, Éire / Ireland"
IRL,Limerick,52.6732392,-8.5332671,"UL Bohemians Rugby Football Club, Mountshannon Road, Old Garden, Ballyvarra ED, The Metropolitan District of Limerick City, Limerick, County Limerick, Munster, Éire / Ireland"
IRL,Mervue,53.2848519,-9.0162727,"Mervue, Cathair na Gaillimhe, County Galway, Connacht, Éire / Ireland"
IRL,Finn Harps,54.7979268,-7.7794858,"Finn Harps FC Ballybofey, Navenny Street, Stranorlar ED, Lifford-Stranorlar Municipal District, County Donegal, Ulster, Éire / Ireland"
IRL,Wexford,52.3869516,-6.9426672,"Allianz Park, New Ross Rural ED, New Ross Municipal District, The Municipal District of New Ross, County Wexford, Leinster, Éire / Ireland"
IRL,Cobh Ramblers,51.8501489,-8.2953978,"Cobh Ramblers FC, 16, Casement Square, Cobh Urban ED, Cobh, County Cork, Munster, P24 CX66, Éire / Ireland"
IRL,Cabinteely,53.2589889,-6.1386917,"Cabinteely Football Club, Churchview Road, Cabinteely-Kilbogget DED 1986, Dún Laoghaire, Dún Laoghaire-Rathdown, County Dublin, Leinster, A96 PC84, Éire / Ireland"
JPN,Gamba Osaka,34.7830497,135.5427814,"GAMBA OSAKA, 健都すこやか通り, 千里丘四丁目, 摂津市, 大阪府, 566-0011, 日本"
JPN,Sanfrecce Hiroshima,,,
JPN,Nagoya Grampus,,,
JPN,Vegalta Sendai,38.3272705,140.9029201,"東北学院総合運動場 ベガルタ仙台フィールド, 百合ケ丘永和台線, 山の寺三丁目, 永和台, 泉区, 仙台市, 宮城県, 981-3104, 日本"
JPN,Omiya Ardija,35.9157662,139.6334927,"大宮アルディージャ, 産業道路, 堀の内町三丁目, 大宮区, さいたま市, 埼玉県, 330-0803, 日本"
JPN,Kashiwa Reysol,35.8487791,139.9754818,"柏レイソル, 柏市日立台１－２－５０, 市川柏線, 関場町, 柏市, 千葉県, 277-0025, 日本"
JPN,Albirex Niigata,,,
JPN,Cerezo Osaka,34.5594352,135.5004807,"セレソなかもず, 旧大阪高石線, 向陵東町三丁, 北区, 堺市, 大阪府, 590-0078, 日本"
JPN,Urawa Reds,,,
JPN,Yokohama F. Marinos,,,
JPN,Vissel Kobe,34.6914397,135.1916548,"THE VISSEL, 1, 三宮町二丁目, 中央区, 神戸市, 兵庫県, 650-0021, 日本"
JPN,Oita Trinita,,,
JPN,Kofu,35.6652481,138.5710441,"甲府市, 山梨県, 日本"
JPN,Tokushima,33.9196418,134.2509634,"徳島県, 日本"
JPN,Montedio Yamagata,,,
JPN,Avispa Fukuoka,,,
JPN,V-Varen Nagasaki,,,
JPN,Kyoto,35.0115754,135.7681441,"京都市, 京都府, 日本"
JPN,Machida,35.5466803,139.4386999,"町田市, 東京都, 日本"
MEX,Club Tijuana,32.5093374,-117.003634,"Club Campestre de Tijuana, Calle Sonora, Cubillas Sur, Tijuana, Municipio de Tijuana, Baja California, 22510, México"
MEX,Queretaro,,,
MEX,Monterrey,,,
MEX,Santos Laguna,,,
MEX,Atlas,,,
MEX,Atlante,,,
MEX,Monarcas,,,
MEX,Club Leon,,,
MEX,Tigres UANL,,,
MEX,Puebla,,,
MEX,UNAM Pumas,,,
MEX,Veracruz,,,
MEX,Leones Negros,,,
MEX,Mazatlan FC,,,
NOR,Molde,,,
NOR,Stabaek,,,
NOR,Rosenborg,,,
NOR,Sandnes,,,
NOR,Stromsgodset,,,
NOR,Fredrikstad,,,
NOR,Lillestrom,,,
NOR,Aalesund,,,
NOR,Start,,,
NOR,Sarpsborg 08,,,
NOR,Bodo/Glimt,,,
NOR,Mjondalen,,,
NOR,Sandefjord,,,
NOR,HamKam,,,
NOR,Moss,,,
NOR,Bryne,,,
POL,Widzew Lodz,,,
POL,Lech Poznan,,,
POL,Podbeskidzie,,,
POL,Slask Wroclaw,,,
POL,Korona Kielce,,,
POL,Gornik Z.,,,
POL,Cracovia,,,
POL,Wisla Plock,,,
POL,Sandecja Nowy S.,,,
POL,Legnica,,,
POL,Zaglebie Sosnowiec,,,
POL,LKS Lodz,,,
POL,Rakow,,,
POL,Radomiak Radom,,,
POL,Puszcza,,,
POL,Motor Lublin,,,
ROU,Pandurii,,,
ROU,CS Turnu Severin,,,
ROU,Poli Iasi,,,
ROU,FC Rapid Bucuresti,,,
ROU,Ceahlaul,,,
ROU,Gaz Metan Medias,,,
ROU,Astra,,,
ROU,Vaslui,,,
ROU,U. Cluj,,,
ROU,Concordia,,,
ROU,Otelul,,,
ROU,Poli Timisoara,,,
ROU,Navodari,,,
ROU,Corona Brasov,,,
ROU,Targu Mures,,,
ROU,Daco-Getica Bucuresti,,,
ROU,Sepsi Sf. Gheorghe,,,
ROU,Chindia Targoviste,,,
ROU,FC Hermannstadt,,,
ROU,Academica Clinceni,,,
ROU,Mioveni,,,
ROU,FC Arges,,,
ROU,Gloria Buzau,,,
ROU,Unirea Slobozia,,,
ROU,Metaloglobus Bucharest,,,
USA,Colorado Rapids,,,
USA,Los Angeles Galaxy,,,
USA,San Jose Earthquakes,,,
USA,Portland Timbers,,,
USA,CF Montreal,,,
USA,Sporting Kansas City,,,
USA,Seattle Sounders,,,
USA,New York Red Bulls,,,
USA,New York City,,,
USA,Minnesota United,,,
USA,Inter Miami,,,
USA,St. Louis City,,,
SWZ,Schaffhausen,,,
